doi,is_relevant,journal,explanation,topic_words,authors,title,abstract
,True,Remote Sensing of Environment,该论文使用多时相干涉合成孔径雷达（InSAR）技术研究高填方运河的细尺度变形模式和机制。虽然InSAR技术本身属于遥感技术，但该研究主要关注地表变形，而非大气环境监测、空气质量或大气成分分析。因此，它与大气环境遥感技术的关系较为间接，但仍可被视为遥感技术在非大气领域的应用。,"['InSAR', 'multi-temporal', 'deformation pattern', 'canals']",Nan Wang;Yanru Yu;Haocheng Li;Jie Dong;Mingsheng Liao,Fine-scale deformation pattern and mechanism of high-fill canals revealed by multi-temporal InSAR,
,True,Remote Sensing of Environment,该论文使用ICESat-2卫星高度计技术对冰岛的Hofsjökull冰盖进行季节性质量平衡估算，属于大气环境遥感技术中的卫星观测和冰盖监测领域，因此与大气环境遥感技术密切相关。,"['ICESat-2', 'satellite altimetry', 'ice cap', 'Iceland', 'seasonal mass balance']",Younghyun Koo;Hongjie Xie;Joaquín M.C. Belart;Thorsteinn Thorsteinsson;Tómas Jóhannesson;Etienne Berthier;Anne Guyez,"Seasonal mass balance of Hofsjökull ice cap, Iceland, estimated from repeat ICESat-2 satellite altimetry",
,True,Remote Sensing of Environment,该论文研究的是从空间利用多传感器对火灾排放的钾光谱特征进行表征，涉及火源排放、空间观测和多传感器技术，这与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）密切相关。,"['fire-emitted potassium', 'multi-sensor', 'space', 'low-light', 'daytime conditions']",William Julstrom;Jun Wang;Meng Zhou,First multi-sensor characterization of fire-emitted potassium spectral signatures from space in low-light and daytime conditions,
,True,Remote Sensing of Environment,该论文使用卫星观测数据研究了秋季物候对春季返青日期的影响，这与大气环境遥感技术密切相关，特别是卫星观测和大气成分分析。,"['satellite observations', 'phenology', 'green-up date']",Hao Hua;Xiaoyue Wang;Adandé Belarmain Fandohan;Jian Wang,Satellite-observed legacy effects of autumn phenology improve predictions of spring green-up date,
,True,Remote Sensing of Environment,该论文与大气环境遥感技术密切相关，研究内容涉及从太空利用月光映射北大西洋夜间尘埃季节的海洋气溶胶光学厚度，属于遥感监测大气成分和气溶胶的技术领域。,"['lunar-light mapping', 'oceanic aerosol optical depth', 'North Atlantic', 'space', 'remote sensing']",Meng Zhou;Jun Wang;Xi Chen;Yi Wang;Peter R. Colarco;Robert C. Levy;Steven D. Miller,"Corrigendum to “First lunar-light mapping of nighttime dust season oceanic aerosol optical depth over North Atlantic from space” [Remote Sensing of Environment, Volume 312, 2024, 114315]",
,True,Remote Sensing of Environment,该论文研究的是多角度高光谱土壤辐射传输模型，用于模拟干湿土壤的反射率，这属于遥感技术在土壤观测中的应用，与大气环境遥感技术（如大气成分分析）有间接关联，但主要关注土壤而非大气本身。,"['hyperspectral', 'soil radiative transfer', 'reflectance']",Anxin Ding;Ziti Jiao;Jianbo Qi;Jing Guo;Peiqi Yang;Yadong Don;Xiaoning Zhang;Guodong Zhang;Jing M. Chen,"Retraction notice to “HBiM2: A multi-angle hyperspectral soil radiative transfer model for simulating the reflectance of dry and wet soils” [Remote Sensing of Environment, 339C (2026) 115381]",
,True,Remote Sensing of Environment,该论文的标题和摘要都与大气环境遥感技术密切相关，特别是涉及到行星边界层、遥感技术以及大气组成分析，这些都属于大气环境遥感技术的研究范畴。,"['planetary boundary layer', 'remote sensing', 'atmospheric composition analysis']",Tianning Su;Yunyan Zhang;Youtong Zheng;Natalia Roldán-Henao;Ralph Kahn;Zhanqing Li,"Remote sensing of planetary boundary layer from ground and space: Structure, thermodynamics, and boundary layer clouds",
,True,Remote Sensing of Environment,该论文标题和摘要明确涉及“多光谱夜间灯光遥感”，这是一种利用卫星观测夜间灯光数据的技术，可用于监测城市活动、人口分布和经济发展，与大气环境遥感技术中的卫星观测和数据分析相关。,"['multispectral', 'nighttime light', 'remote sensing']",Liang Zhong;Xinjian Wang;Zihao Zheng;Qiming Zheng;Shaoyang Liu;Yongpeng Lin;Zhanghao Chen;Yuanrong He;Peng Yang;Peng Yu;Zhiying Xie;Xiaosheng Liu,"Multispectral nighttime light remote sensing: Data, applications, and challenges",
,True,Remote Sensing of Environment,该论文使用Landsat和Google卫星影像数据制作了中国种植红树林的地图，这属于遥感技术在环境监测中的应用，特别是对植被和生态系统的监测，与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）有相关性。,"['Landsat', 'Google Satellite', 'mangrove forests', 'remote sensing', 'China']",Yuxuan Sun;Zhaohui Xue;Hao Wu;Xiangyu Nie,The first map of planted mangrove forests in China derived from time-series Landsat and Google Satellite Embeddings,
,True,Remote Sensing of Environment,该论文标题和摘要明确涉及使用卫星观测技术（特别是太阳诱导叶绿素荧光）来表征由野火和树皮甲虫引起的树木死亡。这直接关联到大气环境遥感技术，如大气成分分析和生态遥感监测，因此与该领域密切相关。,"['wildfire', 'bark beetles', 'satellite observations', 'solar-induced chlorophyll fluorescence']",Lewis Kunik;David R. Bowling;Brett Raczka;Jeffrey A. Hicke;Christian Frankenberg;Rui Cheng;Michèle R. Slaton;John C. Lin,Characterizing effects of tree mortality from wildfire and bark beetles using satellite observations of solar-induced chlorophyll fluorescence,
,True,Remote Sensing of Environment,该论文研究使用长波红外高光谱成像技术进行机载甲烷羽流探测的概率，这与大气环境遥感技术（如空气质量和大气成分分析）密切相关。,"['methane', 'long wavelength infrared hyperspectral imaging', 'airborne sensing']",Kyle J. Daun;Om Patel;Sina Talebi Moghaddam,Probability of detection for airborne sensing of methane plumes using long wavelength infrared hyperspectral imaging,
,True,Remote Sensing of Environment,该论文研究了使用现场校准的遥感技术来测量美国西部火灾造成的基底面积损失，这与大气环境遥感技术相关，因为它涉及使用遥感方法来分析火灾对大气成分和空气质量的影响。,"['remote sensing', 'fire severity', 'atmospheric composition']",Sara Winsemius;Yufang Jin;Hugh D. Safford;Michelle C. Agne;Robert A. Andrus;C. Alina Cansler;Anthony C. Caprio;W. Wallace Covington;Joseph E. Crouse;Calvin Farris;Peter Z. Fulé;Brian J. Harvey;Sharon M. Hood;David W. Huffman;Emma J. McClure;Alicia Reiner;John P. Roccaforte;Saba J. Saberi;Michael T. Stoddard;Laura Trader,Basal area loss from fire using field-calibrated remote sensing refines western US fire severity measurements,
,True,Remote Sensing of Environment,该论文与大气环境遥感技术密切相关，因为它使用了CryoSat-2雷达高度计技术来监测冰盖高度，属于卫星观测和大气成分分析领域。,"['CryoSat-2', 'radar altimetry', 'ice sheet elevation']",Qi Huang;Malcolm McMillan;Karla Boxall;Clare Willis;Alan Muir;David Brockley;Jennifer Maddalena;Joe Phillips;Tom Slater;Ben Palmer;Nitin Ravinder;Inès Otosaka;Isabel Nias;Steven Baker;Sebastian B. Simonsen;Louise Sandberg-Sorensen;Alessandro Di Bella;Michele Scagliola;Jerome Bouffard;Tommaso Parrinello,An improved 15-year record of ice sheet elevation from CryoSat-2 radar altimetry,
,True,Remote Sensing of Environment,该论文研究了中国地表一氧化碳浓度和卫星观测到的垂直载荷的协同分析，涉及卫星观测和大气成分分析，与大气环境遥感技术密切相关。,"['carbon monoxide', 'satellite column loadings', 'China']",Shuo Wang;Jason Blake Cohen;Kai Qin;Luoyao Guan;Pravash Tiwari;Ye Feng;Xiaolu Li;Qin He;Zhengqiang Li;Cheng Fan;Dacheng Wang,Synergistic analysis and vertical transport attribution of carbon monoxide surface concentrations and satellite column loadings over China,
,True,Remote Sensing of Environment,该论文研究了如何优化1D-Var算法以从SSMIS和RapidScat卫星数据中获取近地表风速，这与大气环境遥感技术密切相关，特别是风场监测和卫星观测。,"['1D-Var', 'SSMIS', 'RapidScat', 'near-surface wind speed', 'atmospheric remote sensing']",Sisma Samuel;Anton Verhoef;Ad Stoffelen,Optimizing 1D-Var near-surface wind speed from SSMIS with RapidScat,
,True,Remote Sensing of Environment,该论文研究利用EMIT光谱技术和机器学习来估算尘土产生地区的土壤质地和颗粒粒度，这与大气环境遥感技术相关，特别是涉及土壤和颗粒物分析，这些是大气成分和空气质量监测的重要部分。,"['EMIT spectroscopy', 'machine learning', 'soil texture', 'particle grain size']",Gregory S. Okin;Bo Zhou;Philip G. Brodrick;Francisco Ochoa;María Gonçalves Ageitos;Roger N. Clark;Michael R. Fischella;Carlos Pérez García-Pando;Longlei Li;Natalie Mahowald;David R. Thompson;Robert O. Green,Leveraging EMIT spectroscopy and machine learning to estimate soil texture and particle grain size in dust-producing regions,
,True,Remote Sensing of Environment,该论文研究的是在热红外波段对连续、离散和行种植冠层进行统一核驱动建模的框架。这与大气环境遥感技术相关，特别是与大气成分分析和遥感观测技术相关，因为热红外波段常用于大气成分监测，而冠层建模是理解大气中污染物和气溶胶分布的重要方法。,"['kernel-driven modeling', 'thermal infrared', 'canopies']",Biao Cao;Yingjie Wang;Jean-Philippe Gastellu-Etchegorry,"A unified kernel-driven modeling framework adapted to continuous, discrete and row-planted canopies in the thermal infrared domain",
,True,Remote Sensing of Environment,该论文研究的是SAR altimetry（合成孔径雷达测高技术）中的波形去噪和距离测定方法，这与大气环境遥感技术密切相关，例如通过卫星观测大气成分和空气质量监测。,"['SAR altimetry', 'waveform decontamination', 'atmospheric remote sensing']",Shahin Khalili;Mohammad J. Tourian;Omid Elmi;Johannes Engels;Uwe Soergel;Nico Sneeuw,A 4D look–bin–space–time (LBiST) approach for waveform decontamination and range determination in SAR altimetry,
,True,Remote Sensing of Environment,该论文使用MODIS和VIIRS卫星传感器对南加州未燃烧的灌木林区域进行活燃料湿度制图，这与大气环境遥感技术密切相关，特别是卫星观测和植被参数反演。,"['MODIS', 'VIIRS', 'fuel moisture', 'chaparral']",Yanni Zhan;Seth H. Peterson;Dar A. Roberts;Charles Jones;Alan T. Murray,Live fuel moisture mapping in unburned chaparral areas of Southern California with MODIS and VIIRS,
,True,Remote Sensing of Environment,该论文标题和摘要明确涉及高分辨率L波段体积含水量（VOD）反演技术，利用GNSS-T校准的多传感器融合和自监督学习。这些技术广泛应用于大气环境遥感，特别是大气成分分析和空气质量监测领域，因此与大气环境遥感技术密切相关。,"['L-band VOD', 'GNSS-T', 'multi-sensor fusion', 'self-supervised learning']",Mahya G.Z. Hashemi;John D. Bolten;Alexandra G. Konings;Thomas R. Holmes;Vincent Humphrey;Andrew F. Feldman;Yitong Yao;Michael Niederberger;Alexander Damm,High-resolution L-band VOD retrieval using GNSS-T–calibrated multi-sensor fusion and self-supervised learning,
,True,Remote Sensing of Environment,该论文标题和摘要中提到了使用光学、雷达和混合指数来检测欧洲的农业实践，这涉及到通过遥感技术监测大气环境中的信息，如空气质量、卫星观测和大气成分分析，因此与大气环境遥感技术密切相关。,"['air quality monitoring', 'satellite observations', 'atmospheric composition analysis']",Paolo Dal Lago;Lammert Kooistra;Nandika Tsendbazar;Kirsten de Beurs,"Optical, radar, and hybrid indices to detect farming practices in Europe",
,True,Remote Sensing of Environment,该论文研究利用卫星数据获取青藏高原的日短波辐射，并考虑地形影响，这与大气环境遥感技术（如卫星观测和辐射分析）密切相关。,"['satellite-derived', 'shortwave radiation', 'Tibetan Plateau', 'topographic effects']",Yuyang Xian;Tianxing Wang;Gaofeng Wang;Pei Yu;Yihan Du;Husi Letu;Jinhu Bian;Wanchun Leng;Hongji Yang,Satellite-derived daily shortwave radiation over the Tibetan Plateau considering topographic effects: Method and products,
,True,Remote Sensing of Environment,该研究使用Sentinel-2卫星数据和高分辨率机载激光雷达数据来绘制城市地区的树木冠层高度，这属于大气环境遥感技术，特别是与大气成分分析（如植被参数反演）和空气质量监测相关。,"['Sentinel-2', 'airborne LiDAR', 'canopy height mapping', 'atmospheric remote sensing']",Ekaterina Kalinicheva;Florian Helen;Stéphane Mermoz;Florian Mouret;Milena Planells,Super-resolved canopy height mapping from Sentinel-2 time series using airborne LiDAR HD reference data across metropolitan France,
,True,Remote Sensing of Environment,该论文使用Sentinel-2卫星数据的时间序列光谱特征和植被指数预测草场管理，涉及遥感技术和卫星观测，与大气环境遥感技术（如卫星观测和植被分析）密切相关。,"['Sentinel-2', 'vegetation indices', 'time series spectral signature']",A. Farbo;D. Parsons;E. Borgogno-Mondino;J. Oliveira,DeepGrass: A transformer-based approach for enhanced grassland management through Sentinel-2 time series spectral signature and vegetation indices forecasting,
,True,Remote Sensing of Environment,该论文标题和摘要中明确提到了spaceborne lidar（星载激光雷达）和TanDEM-X InSAR（TanDEM-X干涉合成孔径雷达），这两种技术都是用于大气环境遥感的重要手段。其中，星载激光雷达可用于大气成分和气溶胶的监测，而TanDEM-X InSAR则可用于高精度地面高程测量和植被高度反演，这些都与大气环境遥感技术密切相关。因此，该论文与大气环境遥感技术密切相关。,"['spaceborne lidar', 'TanDEM-X InSAR', 'ground elevation', 'canopy height mapping']",Yanghai Yu;Yang Lei;Robert Treuhaft;Stefano Tebaldini;Fabio Gonçalves;Chuanjun Wu;Wenli Huang,A spaceborne lidar guided TanDEM-X InSAR phase height histogram approach for robust ground elevation and canopy height mapping considering canopy penetration capability,
,True,Remote Sensing of Environment,该论文研究了如何通过结合机载光学反射率和激光雷达数据来获取森林冠层叶面积指数（fAPAR）的垂直分布。这涉及到遥感技术在森林生态和大气环境监测中的应用，属于大气环境遥感技术领域，特别是空气质量和大气成分分析的范畴。,"['airborne optical reflectance', 'LiDAR', 'forest fAPAR', 'vertical profiles', 'atmospheric composition analysis']",Dalei Han;Jing Liu;Peiqi Yang,Retrieving vertical profiles of forest fAPAR by integrating airborne optical reflectance and LiDAR data,
,True,Remote Sensing of Environment,该论文使用GEDI数据（地球表面高度反演仪）来估算亚马逊雨林密集地带的冠层高度，涉及卫星观测技术和大气环境监测，因此与大气环境遥感技术密切相关。,"['GEDI', 'canopy heights', 'satellite observations', 'Amazonian forests']",Tianyu Yu;Wenjian Ni;Zhiyu Zhang;Jie Wang;Chuan Wang;Zhifeng Guo,Waveform-adaptive estimation of canopy heights using GEDI data in dense Amazonian forests,
,True,Remote Sensing of Environment,该论文研究非洲地区的火灾面积监测，使用了卫星观测技术和月度分辨率数据，这与大气环境遥感技术（如卫星观测和大气成分分析）密切相关。,"['burned area', 'Africa', 'monthly resolution', 'satellite observations']",Shunguo Huang;Zhaoming Zhang;Tengfei Long;Guojin He;Guizhou Wang;Hongxuan Zhang;Hailong Yu,Developing 30 m resolution monthly burned area products in Africa (2017–2025),
,True,Remote Sensing of Environment,该论文标题和摘要中明确提到了“remote sensing”和“atmospheric mapping”，这与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）密切相关。此外，摘要中提到的“model performance forecasting”和“reference sample optimization”也暗示了该研究涉及大气环境遥感技术的模型性能预测和参考样本优化，因此该论文与大气环境遥感技术高度相关。,"['remote sensing', 'model performance', 'atmospheric mapping']",Yuanhong Liao;Yuqi Bai;Shuang Chen;Jie Wang;Yanping You;Zhou Chen;Haoru Wu;Huabing Huang;Wenrui Li;Mingrun Zang;Zimeng Wang;Xinan Zhang;Bing Xu;Peng Gong,The Scaling Law in remote sensing mapping for model performance forecasting and reference sample optimization,
,True,Remote Sensing of Environment,该论文与大气环境遥感技术密切相关，因为它涉及使用Himawari卫星数据评估CAMS（欧洲中期天气预报中心大气监测服务）提供的表面太阳辐照度产品，这与大气成分分析和卫星观测技术直接相关。,"['CAMS', 'Himawari', 'surface solar irradiance']",Faiza Azam;Diego Rodrigues de Miranda;Marion Schroedter-Homscheidt;Mireille Lefèvre;Laurent Saboret;Yves-Marie Saint-Drenan,CAMS radiation service v4.6 for solar energy: Evaluation of Himawari based surface solar irradiance products,
,True,Remote Sensing of Environment,该论文研究了一种基于空间非平稳性的数据融合方法，用于生成高分辨率的陆地表面温度数据。虽然主要关注的是陆地表面温度，但数据融合和空间非平稳性分析在遥感技术中也有应用，特别是与大气环境监测相关的研究中，如通过遥感数据反演地表温度以分析大气热力学状态。因此，该研究可以被认为是与大气环境遥感技术有一定关联的。,"['data fusion', 'spatial non-stationarity', 'land surface temperature']",Laifu Zhang;Na Li;Sensen Wu;Haoyu Jing;Jihan Wang;Fanen Meng;Yiming Yan;Huanfeng Shen;Bo Huang;Zhenhong Du,SNSTFM: A novel data fusion approach based on spatial non-stationarity to generate fine-resolution land surface temperature,
,True,Remote Sensing of Environment,该论文研究了使用无人机（UAS）成像光谱技术监测森林生态系统中的冠层叶片水分势，这与大气环境遥感技术中的空气质量监测和大气成分分析高度相关。成像光谱技术是一种遥感手段，可用于分析大气和地表物质的物理化学特性，因此该研究具有相关性。,"['imaging spectroscopy', 'canopy leaf water potential', 'forest ecosystem']",Ryan S. Haynes;Arko Lucieer;Darren Turner;Emiliano Cimoli;Poornima Sivanandam;Timothy J. Brodribb,UAS ecophysiology: Imaging spectroscopy can map canopy leaf water potential in a diverse forest ecosystem,
,True,Remote Sensing of Environment,该论文标题和摘要明确涉及了Himawari-8/9卫星的火灾检测技术，属于大气环境遥感技术中的火灾监测领域，与大气环境遥感技术（如卫星观测、火灾检测）密切相关。,"['Himawari-8/9', 'wildfire detection', 'remote sensing']",Baomo Zhang;Qiang Zhang;Zishuo Wang;Tongde Yang,Immediate remote sensing: Dynamic context-adaptive fusion for himawari-8/9 10-minute wildfire detection,
,True,Remote Sensing of Environment,该论文研究使用中分辨率遥感技术进行热力学约束的表面能量平衡，以高效地绘制蒸散量地图。这与大气环境遥感技术密切相关，特别是与卫星观测和大气成分分析相关，因为遥感技术在监测和解析大气环境参数（如蒸散量）方面发挥着关键作用。,"['remote sensing', 'evapotranspiration mapping', 'surface energy balance']",Yeonuk Kim;Justin L. Huntington;Bruno Comini de Andrade;Mark S. Johnson;John M. Volk;Sayantan Majumdar;Charles Morton;Peter ReVelle,Thermodynamically constrained surface energy balance using medium-resolution remote sensing for efficient evapotranspiration mapping,
,True,Remote Sensing of Environment,该研究使用高光谱EnMAP数据和多光谱Sentinel-2时间序列进行作物类型的精细化分类，涉及遥感技术和卫星观测，与大气环境遥感技术（如卫星观测和大气成分分析）密切相关。,"['hyperspectral', 'EnMAP', 'Sentinel-2', 'crop type classification', 'remote sensing']",Wenyuan Li;Shunlin Liang;Yuxiang Zhang;Liqin Liu;Keyan Chen;Yongzhe Chen;Han Ma;Jianglei Xu;Yichuan Ma;Shikang Guan;Zhenwei Shi,Fine-grained hierarchical crop type classification from integrated hyperspectral EnMAP data and multispectral sentinel-2 time series: A large-scale dataset and dual-stream transformer method,
,True,Remote Sensing of Environment,该论文研究使用无人机激光雷达系统（UAV-LiDAR）估算森林叶面积指数，这与大气环境遥感技术中的空气质量监测和大气成分分析密切相关。叶面积指数是评估森林生态系统健康和碳汇能力的重要指标，而UAV-LiDAR技术能够提供高精度的三维点云数据，可用于分析大气中的气溶胶和污染物分布。因此，该研究属于大气环境遥感技术的范畴。,"['UAV-LiDAR', 'forest leaf area index', 'canopy penetration']",H.D. Zeng;Y.F. Li;J.M. Chen;G.F. Miao;R. Wang;J.F. Xiong,Estimating forest leaf area index using discrete point clouds from UAV-LiDAR systems with different canopy penetration capacities,
,True,Remote Sensing of Environment,该论文研究土壤粗糙度对CIMR L波段土壤湿度和VOD反演的影响，涉及遥感技术在土壤水分和体积含水量反演中的应用，属于大气环境遥感技术领域。,"['soil moisture', 'VOD retrievals', 'L-band', 'atmospheric remote sensing']",Debolina Mondal;Lanka Karthikeyan;Preethi Konkathi;Moritz Link;Roberto Fernández-Moran;Maria Piles;Xiaojun Li;Jean-Pierre Wigneron,Towards physically consistent soil roughness for CIMR L-band soil moisture and VOD retrievals,
,True,Remote Sensing of Environment,该论文使用Tianmu-1 GNSS-R观测数据对南极表面融化进行制图，涉及卫星观测和遥感技术，与大气环境遥感技术（如卫星观测、大气成分分析）密切相关。,"['Antarctic surface melt', 'Tianmu-1 GNSS-R', 'satellite observations', 'remote sensing']",Baojian Liu;Pierre Zeiger;Yue Xu;Cong Yin;Ghislain Picard;Ruibo Lei;Wei Wan,Antarctic surface melt mapping using Tianmu-1 GNSS-R observations,
,True,Remote Sensing of Environment,该论文研究的是基于异构图聚合框架的城市功能区映射，涉及空间关系的权重处理，虽然不直接提及大气环境遥感技术，但城市功能区映射与空气质量监测、空间数据分析等大气环境研究领域有潜在关联，例如通过遥感数据支持功能区识别和污染溯源。,"['urban functional zone mapping', 'heterogeneous graph aggregation', 'weighted spatial relationships']",Tianzhuo Guo;Shouhang Du;Shaoyu Wang;Zhanying Liu;Li Zhu;Jieyi Zhang;Xiuyuan Zhang;Shihong Du,A function-semantic oriented heterogeneous graph aggregation framework with weighted spatial relationships for urban functional zone mapping,
,True,Remote Sensing of Environment,该论文的标题和摘要明确涉及使用光学遥感技术对北极地区的土地覆盖进行改进制图和变化监测，这与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析、气溶胶反演）密切相关，特别是与大气成分和地表特征相关的遥感应用。,"['Arctic', 'land cover', 'optical remote sensing']",Xiaoran Zhu;Jonathan A. Wang;Oliver Sonnentag;Isla H. Myers-Smith;Daryl Yang;Kathleen M. Orndahl;Leon Nill;Antoine Caron-Guay;Etienne Laliberté;Mark A. Friedl,Improved mapping of Arctic fractional land cover and land cover change from multi-resolution optical remote sensing,
,True,Remote Sensing of Environment,该论文研究将非光化学猝灭（NPQ）纳入从太阳诱导叶绿素荧光（SIF）估算光合碳同化，涉及大气成分分析和遥感技术，特别是与大气环境遥感和空气质量监测相关。,"['non-photochemical quenching', 'photosynthetic carbon assimilation', 'solar-induced chlorophyll fluorescence', 'atmospheric composition analysis', 'remote sensing']",Jiale Chen;Zhunqiao Liu;Wenyan Xiao;Chenhui Guo;Gaoxiang Zhou;Yanan Wang;Longcai Zhao;Jincheng Liu;Yao Li;Peng Zhu;Zhigang Sun;Xiaoliang Lu,Incorporating non-photochemical quenching (NPQ) into estimating photosynthetic carbon assimilation from solar-induced chlorophyll fluorescence (SIF),
,True,International Journal of Applied Earth Observation and Geoinformation,该论文使用地球观测数据结合机器学习技术，对阿拉伯湾和波斯湾的有害藻华进行运营预报，这与大气环境遥感技术中的卫星观测和算法应用密切相关，因此具有较强的相关性。,"['Earth Observation', 'Machine learning', 'harmful algal blooms']",Kaltham A. Ismail;Roqaya A. Ismail;Mohammed Salim,Earth Observation–Based Machine learning for operational forecasting of harmful algal blooms in the Arabian Gulf and Sea of Oman,
,True,International Journal of Applied Earth Observation and Geoinformation,该论文标题和摘要明确涉及 GNSS-R（全球导航卫星系统后向散射探测技术）和大气环境遥感技术，特别是用于高风速检索。这表明它与大气环境遥感技术（如卫星观测、大气成分分析）密切相关。,"['PLGF-NET', 'Physics-Guided', 'Local-Global fusion', 'GNSS-R', 'high wind speed retrieval']",Xinzhe Xu;Minfeng Song;Xiufeng He;Jinsheng Tu;Xiaolei Wang;Jinwen Zeng;Hao Yang;Wei Zhan,PLGF-NET: A Physics-Guided Local-Global fusion network for GNSS-R high wind speed retrieval,
,True,International Journal of Applied Earth Observation and Geoinformation,该论文研究了使用Landsat 8/9卫星数据结合RF-XGBoost模型进行总氮反演的技术，这与大气环境遥感技术中的大气成分分析和空气质量监测密切相关，因此是强相关的。,"['total nitrogen', 'Landsat 8/9', 'RF-XGBoost', 'atmospheric retrieval']",Yuanyuan Zhang;Shuanggen Jin,MFRXG: A multi-feature stacking ensemble RF-XGBoost model for total nitrogen retrieval in the Yellow River from Landsat 8/9 data,
,True,International Journal of Applied Earth Observation and Geoinformation,该论文研究的是使用单目遥感图像进行高度估计的视觉语言网络技术，与大气环境遥感技术中的图像处理和分析方法相关，属于遥感技术在环境监测中的应用范畴。,"['monocular remote sensing imagery', 'height estimation', 'vision-language network']",Tao Zhang;Furong Shi;Yuanping Zhu;Xin Huang,HeightCLIP: A vision-language network for height estimation from monocular remote sensing imagery,
,True,International Journal of Applied Earth Observation and Geoinformation,该论文研究了SuperDove卫星如何检测负载物质的沙丘，尤其关注极端环境事件。虽然主题与大气环境遥感技术没有直接联系，但卫星遥感技术是其研究手段，因此可以认为与大气环境遥感技术有一定关联。,"['SuperDove', 'satellite', 'matter-loaded windrows']",Dimitris Papageorgiou;Stefano Aliani;Andrés Cózar;Konstantinos Topouzelis,SuperDove satellite detection of matter-loaded windrows with a focus on extreme environmental events,
,True,International Journal of Applied Earth Observation and Geoinformation,该论文使用开源多模态数据和形态感知UDASS方法对热带城市的屋顶植被进行制图，与大气环境遥感技术中的城市环境监测、遥感数据分析和地理信息科学相关。虽然不直接涉及空气质量监测或卫星观测，但与城市环境遥感技术有间接关联，因为屋顶植被是城市生态系统的一部分，可影响城市热岛效应和空气质量。,"['roof vegetation mapping', 'open-source multimodal data', 'morphology-aware UDASS']",Jinhui Liu;Mi Zhang;Lina Tang;Guofan Shao;Huiwei Jiang;Xiangyun Hu;Yibing Xiong;Jiongwei Wang,A transferable framework for roof vegetation mapping across tropical cities based on open-source multimodal data and morphology-aware UDASS,
,True,International Journal of Applied Earth Observation and Geoinformation,该论文与大气环境遥感技术密切相关，因为它涉及利用多个卫星平台进行作物（玉米）的遥感监测，特别是在阿根廷和巴西的双季种植区，这属于遥感技术在农业和环境监测中的应用，与大气成分分析和遥感观测技术相关。,"['maize mapping', 'satellite platforms', 'ground reference data']",Ryoungseob Kwon;Youngryel Ryu;Philippe Ciais;David Makowski;Changhyun Choi;Huaize Feng;Sungchan Jeong;Pengfei Tang;Kyungdo Lee,Enabling maize mapping in double-cropping regions of Argentina and Brazil without ground reference data by leveraging multiple satellite platforms,
,True,International Journal of Applied Earth Observation and Geoinformation,该论文研究了使用Sentinel-5 Precursor卫星数据和大气扩散模型来量化大型煤矿的甲烷排放，这与大气环境遥感技术（如空气质量监测和卫星观测）密切相关。,"['methane emissions', 'Sentinel-5 Precursor', 'Gaussian plume model']",Yuanyuan Chen;Yi Li;Lixia Tan;Yufan Qian;Shuangxi Fang,Quantifying methane emissions from large coal mine using Sentinel-5 Precursor satellite data and Gaussian plume model,
,True,International Journal of Applied Earth Observation and Geoinformation,该论文标题和摘要涉及光谱解混和场景感知深度先验，这些技术与大气环境遥感技术（如空气质量监测、卫星观测、大气成分分析）密切相关。光谱解混是遥感数据处理中的重要方法，用于从多光谱或高光谱图像中分离出地物端元信息，这对于大气成分和污染物监测至关重要。,"['spectral unmixing', 'scene-aware deep priors', 'remote sensing']",Soorya Suresh;Shri Charan Ramesh;Arun Pattathal Vijayakumar;Vandita Srivastava;Krishna Mohan Buddhiraju,Self-supervised spectral unmixing using scene-aware deep priors,
,True,International Journal of Applied Earth Observation and Geoinformation,该研究涉及使用Sentinel-2卫星数据，通过Test-Time training技术进行叶绿素-a的反演，以揭示中国湖泊富营养化动态。这与大气环境遥感技术中的卫星观测和水质监测密切相关。,"['Sentinel-2', 'chlorophyll-a', 'lake eutrophication', 'remote sensing', 'Test-Time training']",Zhen Zhang;Cuilin Yang;JiaJia Yuan;Lehao Huang;Zhongxi Ge;Zhitao Fu;Bo-Hui Tang,Pioneering Test-Time training for robust Fine-Grained chlorophyll-a retrieval from Sentinel-2: Unveiling China’s lake eutrophication dynamics (2018–2025),
,True,International Journal of Applied Earth Observation and Geoinformation,该论文标题和摘要明确涉及从集成微波影像中生成高精度可降水量产品，这与大气环境遥感技术（如卫星观测、大气成分分析）密切相关。微波影像是大气遥感的重要手段，可降水量是大气成分的重要参数之一。,"['precipitable water vapor', 'microwave imagery', 'atmospheric remote sensing']",Yuhao Wu;Bao Zhang;Yibin Yao;Zheng Du;Hongming Li;Quanyu Chen,Generation of high-precision precipitable water vapor products from morphed integrated microwave imagery,
